104.2893218813	79.2893218813	10.0000000000
79.2893218813	79.2893218813	20.0000000000
79.2893218813	109.2893218813	20.0000000000
104.2893218813	109.2893218813	10.0000000000
#

104.2893218813	79.2893218813	10.0000000000
79.2893218813	79.2893218813	-0.0000000000
79.2893218813	109.2893218813	-0.0000000000
104.2893218813	109.2893218813	10.0000000000
#

104.2893218813	79.2893218813	10.0000000000
129.2893218813	79.2893218813	-0.0000000000
129.2893218813	109.2893218813	-0.0000000000
104.2893218813	109.2893218813	10.0000000000
#

104.2893218813	79.2893218813	10.0000000000
129.2893218813	79.2893218813	20.0000000000
129.2893218813	109.2893218813	20.0000000000
104.2893218813	109.2893218813	10.0000000000
#

104.2893218813	79.2893218813	10.0000000000
79.2893218813	79.2893218813	20.0000000000
79.2893218813	109.2893218813	20.0000000000
104.2893218813	109.2893218813	10.0000000000
#

