129.2893218813	79.2893218813	20.0000000000
121.6288774502	85.7171979782	20.0000000000
121.6288774502	85.7171979782	30.0000000000
129.2893218813	79.2893218813	30.0000000000
#

129.2893218813	79.2893218813	20.0000000000
119.8925589659	75.8693150524	20.0000000000
119.8925589659	75.8693150524	30.0000000000
129.2893218813	79.2893218813	30.0000000000
#

129.2893218813	79.2893218813	20.0000000000
127.5530033971	69.4414389555	20.0000000000
127.5530033971	69.4414389555	30.0000000000
129.2893218813	79.2893218813	30.0000000000
#

129.2893218813	79.2893218813	20.0000000000
136.9497663125	72.8614457845	20.0000000000
136.9497663125	72.8614457845	30.0000000000
129.2893218813	79.2893218813	30.0000000000
#

129.2893218813	79.2893218813	20.0000000000
138.6860847968	82.7093287103	20.0000000000
138.6860847968	82.7093287103	30.0000000000
129.2893218813	79.2893218813	30.0000000000
#

129.2893218813	79.2893218813	20.0000000000
131.0256403656	89.1372048072	20.0000000000
131.0256403656	89.1372048072	30.0000000000
129.2893218813	79.2893218813	30.0000000000
#

129.2893218813	79.2893218813	20.0000000000
121.6288774502	85.7171979782	20.0000000000
121.6288774502	85.7171979782	30.0000000000
129.2893218813	79.2893218813	30.0000000000
#

