141.4213562373	126.4213562373	15.0000000000
126.4213562373	126.4213562373	30.0000000000
126.4213562373	156.4213562373	30.0000000000
141.4213562373	156.4213562373	15.0000000000
#

141.4213562373	126.4213562373	15.0000000000
126.4213562373	126.4213562373	-0.0000000000
126.4213562373	156.4213562373	-0.0000000000
141.4213562373	156.4213562373	15.0000000000
#

141.4213562373	126.4213562373	15.0000000000
156.4213562373	126.4213562373	-0.0000000000
156.4213562373	156.4213562373	-0.0000000000
141.4213562373	156.4213562373	15.0000000000
#

141.4213562373	126.4213562373	15.0000000000
156.4213562373	126.4213562373	30.0000000000
156.4213562373	156.4213562373	30.0000000000
141.4213562373	156.4213562373	15.0000000000
#

141.4213562373	126.4213562373	15.0000000000
126.4213562373	126.4213562373	30.0000000000
126.4213562373	156.4213562373	30.0000000000
141.4213562373	156.4213562373	15.0000000000
#

