156.4213562373	126.4213562373	30.0000000000
152.6752903032	117.1495176916	30.0000000000
152.6752903032	117.1495176916	40.0000000000
156.4213562373	126.4213562373	40.0000000000
#

156.4213562373	126.4213562373	30.0000000000
162.5777354508	118.5413438655	30.0000000000
162.5777354508	118.5413438655	40.0000000000
156.4213562373	126.4213562373	40.0000000000
#

156.4213562373	126.4213562373	30.0000000000
166.3238013849	127.8131824112	30.0000000000
166.3238013849	127.8131824112	40.0000000000
156.4213562373	126.4213562373	40.0000000000
#

156.4213562373	126.4213562373	30.0000000000
160.1674221715	135.6931947830	30.0000000000
160.1674221715	135.6931947830	40.0000000000
156.4213562373	126.4213562373	40.0000000000
#

156.4213562373	126.4213562373	30.0000000000
150.2649770238	134.3013686091	30.0000000000
150.2649770238	134.3013686091	40.0000000000
156.4213562373	126.4213562373	40.0000000000
#

156.4213562373	126.4213562373	30.0000000000
146.5189110897	125.0295300635	30.0000000000
146.5189110897	125.0295300635	40.0000000000
156.4213562373	126.4213562373	40.0000000000
#

156.4213562373	126.4213562373	30.0000000000
152.6752903032	117.1495176916	30.0000000000
152.6752903032	117.1495176916	40.0000000000
156.4213562373	126.4213562373	40.0000000000
#

