156.4213562373	156.4213562373	30.0000000000
152.6752903032	165.6931947830	30.0000000000
152.6752903032	165.6931947830	40.0000000000
156.4213562373	156.4213562373	40.0000000000
#

156.4213562373	156.4213562373	30.0000000000
146.5189110897	157.8131824112	30.0000000000
146.5189110897	157.8131824112	40.0000000000
156.4213562373	156.4213562373	40.0000000000
#

156.4213562373	156.4213562373	30.0000000000
150.2649770238	148.5413438655	30.0000000000
150.2649770238	148.5413438655	40.0000000000
156.4213562373	156.4213562373	40.0000000000
#

156.4213562373	156.4213562373	30.0000000000
160.1674221715	147.1495176916	30.0000000000
160.1674221715	147.1495176916	40.0000000000
156.4213562373	156.4213562373	40.0000000000
#

156.4213562373	156.4213562373	30.0000000000
166.3238013849	155.0295300635	30.0000000000
166.3238013849	155.0295300635	40.0000000000
156.4213562373	156.4213562373	40.0000000000
#

156.4213562373	156.4213562373	30.0000000000
162.5777354508	164.3013686091	30.0000000000
162.5777354508	164.3013686091	40.0000000000
156.4213562373	156.4213562373	40.0000000000
#

156.4213562373	156.4213562373	30.0000000000
152.6752903032	165.6931947830	30.0000000000
152.6752903032	165.6931947830	40.0000000000
156.4213562373	156.4213562373	40.0000000000
#

